date,sales
5/31/2019,87
6/1/2019,110
6/2/2019,62
6/3/2019,60
6/4/2019,68
6/5/2019,93
6/6/2019,100
6/7/2019,90
6/8/2019,101
6/9/2019,69
6/10/2019,71
6/11/2019,94
6/12/2019,96
6/13/2019,94
6/14/2019,98
6/15/2019,103
6/16/2019,67
6/17/2019,65
6/18/2019,78
6/19/2019,84
6/20/2019,91
6/21/2019,119
6/22/2019,101
6/23/2019,48
6/24/2019,83
6/25/2019,80
6/26/2019,77
6/27/2019,91
6/28/2019,111
6/29/2019,96
6/30/2019,63
7/1/2019,87
7/2/2019,94
7/3/2019,97
7/4/2019,92
7/5/2019,104
7/6/2019,120
7/7/2019,56
7/8/2019,63
7/9/2019,93
7/10/2019,79
7/11/2019,78
7/12/2019,88
7/13/2019,104
7/14/2019,70
7/15/2019,89
7/16/2019,73
7/17/2019,105
7/18/2019,126
7/19/2019,88
7/20/2019,109
7/21/2019,71
7/22/2019,81
7/23/2019,69
7/24/2019,106
7/25/2019,99
7/26/2019,87
7/27/2019,114
7/28/2019,72
7/29/2019,83
7/30/2019,79
7/31/2019,98
8/1/2019,79
8/2/2019,93
8/3/2019,84
8/4/2019,63
8/5/2019,52
8/6/2019,82
8/7/2019,80
8/8/2019,82
8/9/2019,89
8/10/2019,96
8/11/2019,73
8/12/2019,75
8/13/2019,84
8/14/2019,84
8/15/2019,90
8/16/2019,82
8/17/2019,113
8/18/2019,77
8/19/2019,54
8/20/2019,67
8/21/2019,101
8/22/2019,99
8/23/2019,76
8/24/2019,87
8/25/2019,63
8/26/2019,74
8/27/2019,85
8/28/2019,71
8/29/2019,81
8/30/2019,92
8/31/2019,92
9/1/2019,70
9/2/2019,66
9/3/2019,70
9/4/2019,76
9/5/2019,76
9/6/2019,79
9/7/2019,91
9/8/2019,66
9/9/2019,71
9/10/2019,66
9/11/2019,52
9/12/2019,72
9/13/2019,82
9/14/2019,78
9/15/2019,52
9/16/2019,80
9/17/2019,74
9/18/2019,71
9/19/2019,106
9/20/2019,89
9/21/2019,75
9/22/2019,52
9/23/2019,76
9/24/2019,85
9/25/2019,65
9/26/2019,91
9/27/2019,82
9/28/2019,74
9/29/2019,51
9/30/2019,80
10/1/2019,76
10/2/2019,74
10/3/2019,77
10/4/2019,72
10/5/2019,81
10/6/2019,50
10/7/2019,55
10/8/2019,65
10/9/2019,70
10/10/2019,82
10/11/2019,71
10/12/2019,73
10/13/2019,49
10/14/2019,59
10/15/2019,80
10/16/2019,70
10/17/2019,77
10/18/2019,82
10/19/2019,105
10/20/2019,55
10/21/2019,70
10/22/2019,63
10/23/2019,62
10/24/2019,87
10/25/2019,74
10/26/2019,81
10/27/2019,56
10/28/2019,67
10/29/2019,68
10/30/2019,61
10/31/2019,87
11/1/2019,81
11/2/2019,98
11/3/2019,47
11/4/2019,80
11/5/2019,83
11/6/2019,81
11/7/2019,97
11/8/2019,87
11/9/2019,90
11/10/2019,48
11/11/2019,73
11/12/2019,65
11/13/2019,84
11/14/2019,81
11/15/2019,78
11/16/2019,84
11/17/2019,65
11/18/2019,78
11/19/2019,72
11/20/2019,74
11/21/2019,66
11/22/2019,87
11/23/2019,81
11/24/2019,66
11/25/2019,68
11/26/2019,63
11/27/2019,58
11/28/2019,86
11/29/2019,87
11/30/2019,69
12/1/2019,39
12/2/2019,46
12/3/2019,58
12/4/2019,38
12/5/2019,65
12/6/2019,61
12/7/2019,73
12/8/2019,46
12/9/2019,57
12/10/2019,50
12/11/2019,54
12/12/2019,70
12/13/2019,84
12/14/2019,56
12/15/2019,38
12/16/2019,47
12/17/2019,52
12/18/2019,56
12/19/2019,63
12/20/2019,54
12/21/2019,65
12/22/2019,34
12/23/2019,46
12/24/2019,64
12/25/2019,54
12/26/2019,51
12/27/2019,66
12/28/2019,63
12/29/2019,48
12/30/2019,49
12/31/2019,52
1/1/2020,35
1/2/2020,55
1/3/2020,63
1/4/2020,62
1/5/2020,42
1/6/2020,38
1/7/2020,49
1/8/2020,49
1/9/2020,51
1/10/2020,70
1/11/2020,63
1/12/2020,41
1/13/2020,43
1/14/2020,48
1/15/2020,52
1/16/2020,49
1/17/2020,43
1/18/2020,50
1/19/2020,40
1/20/2020,61
1/21/2020,36
1/22/2020,62
1/23/2020,41
1/24/2020,62
1/25/2020,66
1/26/2020,53
1/27/2020,43
1/28/2020,52
1/29/2020,51
1/30/2020,52
1/31/2020,50
2/1/2020,54
2/2/2020,46
2/3/2020,59
2/4/2020,50
2/5/2020,55
2/6/2020,57
2/7/2020,69
2/8/2020,71
2/9/2020,45
2/10/2020,39
2/11/2020,42
2/12/2020,60
2/13/2020,52
2/14/2020,58
2/15/2020,70
2/16/2020,41
2/17/2020,44
2/18/2020,49
2/19/2020,49
2/20/2020,60
2/21/2020,68
2/22/2020,68
2/23/2020,47
2/24/2020,44
2/25/2020,41
2/26/2020,61
2/27/2020,62
2/28/2020,58
3/1/2020,87
3/2/2020,52
3/3/2020,65
3/4/2020,71
3/5/2020,55
3/6/2020,62
3/7/2020,69
3/8/2020,80
3/9/2020,69
3/10/2020,53
3/11/2020,64
3/12/2020,70
3/13/2020,62
3/14/2020,83
3/15/2020,79
3/16/2020,40
3/17/2020,58
3/18/2020,61
3/19/2020,72
3/20/2020,79
3/21/2020,58
3/22/2020,78
3/23/2020,45
3/24/2020,65
3/25/2020,78
3/26/2020,75
3/27/2020,75
3/28/2020,60
3/29/2020,108
3/30/2020,48
3/31/2020,51
4/1/2020,79
4/2/2020,80
4/3/2020,90
4/4/2020,94
4/5/2020,100
4/6/2020,63
4/7/2020,68
4/8/2020,77
4/9/2020,69
4/10/2020,82
4/11/2020,97
4/12/2020,95
4/13/2020,71
4/14/2020,57
4/15/2020,76
4/16/2020,89
4/17/2020,102
4/18/2020,68
4/19/2020,93
4/20/2020,54
4/21/2020,81
4/22/2020,64
4/23/2020,83
4/24/2020,84
4/25/2020,100
4/26/2020,102
4/27/2020,59
4/28/2020,76
4/29/2020,83
4/30/2020,97
5/1/2020,105
5/2/2020,97
5/3/2020,112
5/4/2020,57
5/5/2020,81
5/6/2020,89
5/7/2020,83
5/8/2020,84
5/9/2020,76
5/10/2020,102
5/11/2020,71
5/12/2020,69
5/13/2020,70
5/14/2020,99
5/15/2020,86
5/16/2020,104
5/17/2020,99
5/18/2020,70
5/19/2020,71
5/20/2020,81
5/21/2020,80
5/22/2020,109
5/23/2020,90
5/24/2020,99
5/25/2020,61
5/26/2020,68
5/27/2020,81
5/28/2020,92
5/29/2020,94
5/30/2020,97
5/31/2020,119
6/1/2020,73
6/2/2020,81
6/3/2020,76
6/4/2020,84
6/5/2020,109
6/6/2020,111
6/7/2020,108
6/8/2020,77
6/9/2020,70
6/10/2020,83
6/11/2020,100
6/12/2020,87
6/13/2020,94
6/14/2020,112
6/15/2020,78
6/16/2020,93
6/17/2020,80
6/18/2020,91
6/19/2020,114
6/20/2020,101
6/21/2020,104
6/22/2020,78
6/23/2020,96
6/24/2020,94
6/25/2020,90
6/26/2020,82
6/27/2020,121
6/28/2020,103
6/29/2020,71
6/30/2020,95
7/1/2020,86
7/2/2020,100
7/3/2020,107
7/4/2020,106
7/5/2020,112
7/6/2020,77
7/7/2020,76
7/8/2020,87
7/9/2020,90
7/10/2020,97
7/11/2020,106
7/12/2020,95
7/13/2020,69
7/14/2020,76
7/15/2020,91
7/16/2020,93
7/17/2020,94
7/18/2020,88
7/19/2020,119
7/20/2020,85
7/21/2020,93
7/22/2020,74
7/23/2020,90
7/24/2020,81
7/25/2020,121
7/26/2020,114
7/27/2020,67
7/28/2020,79
7/29/2020,104
7/30/2020,106
7/31/2020,100
8/1/2020,100
8/2/2020,103
8/3/2020,72
8/4/2020,71
8/5/2020,83
8/6/2020,92
8/7/2020,111
8/8/2020,90
8/9/2020,117
8/10/2020,73
8/11/2020,84
8/12/2020,78
8/13/2020,80
8/14/2020,95
8/15/2020,88
8/16/2020,118
8/17/2020,69
8/18/2020,98
8/19/2020,68
8/20/2020,76
8/21/2020,114
8/22/2020,94
8/23/2020,81
8/24/2020,85
8/25/2020,75
8/26/2020,89
8/27/2020,87
8/28/2020,90
8/29/2020,96
8/30/2020,82
8/31/2020,69
9/1/2020,80
9/2/2020,70
9/3/2020,75
9/4/2020,102
9/5/2020,100
9/6/2020,99
9/7/2020,77
9/8/2020,75
9/9/2020,58
9/10/2020,81
9/11/2020,80
9/12/2020,82
9/13/2020,101
9/14/2020,65
9/15/2020,78
9/16/2020,75
9/17/2020,74
9/18/2020,84
9/19/2020,75
9/20/2020,105
9/21/2020,54
9/22/2020,68
9/23/2020,66
9/24/2020,88
9/25/2020,84
9/26/2020,80
9/27/2020,100
9/28/2020,65
9/29/2020,68
9/30/2020,74
10/1/2020,64
10/2/2020,80
10/3/2020,73
10/4/2020,91
10/5/2020,55
10/6/2020,73
10/7/2020,70
10/8/2020,82
10/9/2020,87
10/10/2020,92
10/11/2020,88
10/12/2020,55
10/13/2020,78
10/14/2020,64
10/15/2020,62
10/16/2020,81
10/17/2020,77
10/18/2020,84
10/19/2020,56
10/20/2020,63
10/21/2020,80
10/22/2020,70
10/23/2020,95
10/24/2020,76
10/25/2020,66
10/26/2020,64
10/27/2020,92
10/28/2020,76
10/29/2020,75
10/30/2020,88
10/31/2020,92
11/1/2020,108
11/2/2020,65
11/3/2020,81
11/4/2020,75
11/5/2020,74
11/6/2020,79
11/7/2020,108
11/8/2020,93
11/9/2020,61
11/10/2020,73
11/11/2020,72
11/12/2020,70
11/13/2020,82
11/14/2020,97
11/15/2020,102
11/16/2020,68
11/17/2020,79
11/18/2020,69
11/19/2020,82
11/20/2020,67
11/21/2020,108
11/22/2020,109
11/23/2020,56
11/24/2020,73
11/25/2020,86
11/26/2020,74
11/27/2020,89
11/28/2020,107
11/29/2020,112
11/30/2020,63
12/1/2020,53
12/2/2020,61
12/3/2020,54
12/4/2020,55
12/5/2020,69
12/6/2020,66
12/7/2020,43
12/8/2020,56
12/9/2020,61
12/10/2020,60
12/11/2020,55
12/12/2020,73
12/13/2020,71
12/14/2020,65
12/15/2020,61
12/16/2020,50
12/17/2020,60
12/18/2020,52
12/19/2020,69
12/20/2020,64
12/21/2020,52
12/22/2020,60
12/23/2020,54
12/24/2020,61
12/25/2020,65
12/26/2020,66
12/27/2020,70
12/28/2020,46
12/29/2020,48
12/30/2020,56
12/31/2020,53
1/1/2021,61
1/2/2021,52
1/3/2021,61
1/4/2021,44
1/5/2021,58
1/6/2021,43
1/7/2021,62
1/8/2021,49
1/9/2021,60
1/10/2021,63
1/11/2021,54
1/12/2021,56
1/13/2021,54
1/14/2021,49
1/15/2021,52
1/16/2021,63
1/17/2021,65
1/18/2021,51
1/19/2021,42
1/20/2021,54
1/21/2021,49
1/22/2021,56
1/23/2021,66
1/24/2021,58
1/25/2021,48
1/26/2021,53
1/27/2021,57
1/28/2021,48
1/29/2021,57
1/30/2021,64
1/31/2021,76
2/1/2021,45
2/2/2021,65
2/3/2021,72
2/4/2021,59
2/5/2021,77
2/6/2021,76
2/7/2021,70
2/8/2021,55
2/9/2021,57
2/10/2021,60
2/11/2021,65
2/12/2021,62
2/13/2021,63
2/14/2021,72
2/15/2021,50
2/16/2021,74
2/17/2021,58
2/18/2021,71
2/19/2021,64
2/20/2021,81
2/21/2021,65
2/22/2021,43
2/23/2021,49
2/24/2021,55
2/25/2021,55
2/26/2021,78
2/27/2021,69
2/28/2021,56
3/1/2021,42
3/1/2021,77
3/2/2021,79
3/3/2021,85
3/4/2021,68
3/5/2021,89
3/6/2021,106
3/7/2021,49
3/8/2021,86
3/9/2021,61
3/10/2021,73
3/11/2021,75
3/12/2021,89
3/13/2021,87
3/14/2021,58
3/15/2021,59
3/16/2021,61
3/17/2021,72
3/18/2021,86
3/19/2021,96
3/20/2021,78
3/21/2021,72
3/22/2021,66
3/23/2021,56
3/24/2021,73
3/25/2021,82
3/26/2021,92
3/27/2021,71
3/28/2021,52
3/29/2021,69
3/30/2021,59
3/31/2021,68
4/1/2021,92
4/2/2021,106
4/3/2021,88
4/4/2021,76
4/5/2021,75
4/6/2021,76
4/7/2021,88
4/8/2021,85
4/9/2021,104
4/10/2021,98
4/11/2021,62
4/12/2021,81
4/13/2021,73
4/14/2021,83
4/15/2021,87
4/16/2021,117
4/17/2021,105
4/18/2021,77
4/19/2021,79
4/20/2021,61
4/21/2021,74
4/22/2021,99
4/23/2021,105
4/24/2021,114
4/25/2021,68
4/26/2021,82
4/27/2021,90
4/28/2021,75
4/29/2021,86
4/30/2021,86
5/1/2021,87
5/2/2021,72
5/3/2021,90
5/4/2021,86
5/5/2021,98
5/6/2021,100
5/7/2021,100
5/8/2021,107
5/9/2021,76
5/10/2021,108
5/11/2021,71
5/12/2021,89
5/13/2021,111
5/14/2021,104
5/15/2021,103
5/16/2021,73
5/17/2021,76
5/18/2021,84
5/19/2021,82
5/20/2021,99
5/21/2021,93
5/22/2021,110
5/23/2021,69
5/24/2021,89
5/25/2021,62
5/26/2021,89
5/27/2021,100
5/28/2021,93
5/29/2021,139
5/30/2021,78
5/31/2021,91
6/1/2021,105
6/2/2021,83
6/3/2021,104
6/4/2021,109
6/5/2021,124
6/6/2021,59
6/7/2021,95
6/8/2021,83
6/9/2021,85
6/10/2021,106
6/11/2021,96
6/12/2021,131
6/13/2021,68
6/14/2021,91
6/15/2021,97
6/16/2021,95
6/17/2021,115
6/18/2021,108
6/19/2021,124
6/20/2021,71
6/21/2021,86
6/22/2021,100
6/23/2021,106
6/24/2021,120
6/25/2021,98
6/26/2021,123
6/27/2021,71
6/28/2021,85
6/29/2021,79
6/30/2021,92
7/1/2021,108
7/2/2021,106
7/3/2021,138
7/4/2021,72
7/5/2021,92
7/6/2021,88
7/7/2021,102
7/8/2021,106
7/9/2021,91
7/10/2021,134
7/11/2021,80
7/12/2021,104
7/13/2021,106
7/14/2021,106
7/15/2021,105
7/16/2021,111
7/17/2021,113
7/18/2021,77
7/19/2021,86
7/20/2021,102
7/21/2021,86
7/22/2021,127
7/23/2021,107
7/24/2021,115
7/25/2021,89
7/26/2021,92
7/27/2021,74
7/28/2021,103
7/29/2021,109
7/30/2021,105
7/31/2021,119
8/1/2021,69
8/2/2021,93
8/3/2021,91
8/4/2021,118
8/5/2021,87
8/6/2021,136
8/7/2021,118
8/8/2021,80
8/9/2021,92
8/10/2021,81
8/11/2021,81
8/12/2021,111
8/13/2021,97
8/14/2021,116
8/15/2021,86
8/16/2021,87
8/17/2021,72
8/18/2021,93
8/19/2021,109
8/20/2021,97
8/21/2021,110
8/22/2021,72
8/23/2021,94
8/24/2021,85
8/25/2021,97
8/26/2021,79
8/27/2021,100
8/28/2021,125
8/29/2021,82
8/30/2021,82
8/31/2021,81
9/1/2021,97
9/2/2021,96
9/3/2021,116
9/4/2021,115
9/5/2021,79
9/6/2021,86
9/7/2021,74
9/8/2021,87
9/9/2021,90
9/10/2021,93
9/11/2021,106
9/12/2021,69
9/13/2021,66
9/14/2021,88
9/15/2021,83
9/16/2021,84
9/17/2021,89
9/18/2021,104
9/19/2021,89
9/20/2021,79
9/21/2021,84
9/22/2021,74
9/23/2021,101
9/24/2021,107
9/25/2021,90
9/26/2021,88
9/27/2021,78
9/28/2021,79
9/29/2021,76
9/30/2021,93
10/1/2021,88
10/2/2021,97
10/3/2021,53
10/4/2021,69
10/5/2021,76
10/6/2021,103
10/7/2021,97
10/8/2021,88
10/9/2021,93
10/10/2021,69
10/11/2021,64
10/12/2021,78
10/13/2021,77
10/14/2021,91
10/15/2021,79
10/16/2021,118
10/17/2021,81
10/18/2021,87
10/19/2021,87
10/20/2021,69
10/21/2021,88
10/22/2021,82
10/23/2021,93
10/24/2021,77
10/25/2021,88
10/26/2021,96
10/27/2021,81
10/28/2021,86
10/29/2021,91
10/30/2021,96
10/31/2021,66
11/1/2021,82
11/2/2021,79
11/3/2021,81
11/4/2021,78
11/5/2021,94
11/6/2021,104
11/7/2021,80
11/8/2021,71
11/9/2021,96
11/10/2021,84
11/11/2021,86
11/12/2021,86
11/13/2021,96
11/14/2021,74
11/15/2021,89
11/16/2021,76
11/17/2021,85
11/18/2021,88
11/19/2021,118
11/20/2021,104
11/21/2021,65
11/22/2021,91
11/23/2021,66
11/24/2021,85
11/25/2021,105
11/26/2021,75
11/27/2021,80
11/28/2021,72
11/29/2021,86
11/30/2021,82
12/1/2021,65
12/2/2021,62
12/3/2021,64
12/4/2021,78
12/5/2021,44
12/6/2021,49
12/7/2021,60
12/8/2021,64
12/9/2021,61
12/10/2021,73
12/11/2021,77
12/12/2021,51
12/13/2021,52
12/14/2021,59
12/15/2021,71
12/16/2021,54
12/17/2021,59
12/18/2021,67
12/19/2021,38
12/20/2021,51
12/21/2021,51
12/22/2021,72
12/23/2021,65
12/24/2021,55
12/25/2021,69
12/26/2021,47
12/27/2021,62
12/28/2021,41
12/29/2021,63
12/30/2021,50
12/31/2021,63
1/1/2022,65
1/2/2022,45
1/3/2022,50
1/4/2022,38
1/5/2022,72
1/6/2022,49
1/7/2022,64
1/8/2022,67
1/9/2022,52
1/10/2022,64
1/11/2022,48
1/12/2022,55
1/13/2022,66
1/14/2022,51
1/15/2022,81
1/16/2022,49
1/17/2022,47
1/18/2022,57
1/19/2022,60
1/20/2022,63
1/21/2022,63
1/22/2022,65
1/23/2022,46
1/24/2022,50
1/25/2022,48
1/26/2022,54
1/27/2022,51
1/28/2022,57
1/29/2022,55
1/30/2022,46
1/31/2022,55
2/1/2022,41
2/2/2022,76
2/3/2022,75
2/4/2022,56
2/5/2022,76
2/6/2022,51
2/7/2022,71
2/8/2022,60
2/9/2022,62
2/10/2022,68
2/11/2022,76
2/12/2022,79
2/13/2022,49
2/14/2022,57
2/15/2022,44
2/16/2022,72
2/17/2022,72
2/18/2022,71
2/19/2022,86
2/20/2022,47
2/21/2022,57
2/22/2022,66
2/23/2022,71
2/24/2022,60
2/25/2022,77
2/26/2022,85
2/27/2022,49
2/28/2022,47
3/1/2022,70
3/2/2022,94
3/3/2022,73
3/4/2022,83
3/5/2022,90
3/6/2022,63
3/7/2022,64
3/8/2022,93
3/9/2022,83
3/10/2022,65
3/11/2022,87
3/12/2022,101
3/13/2022,63
3/14/2022,76
3/15/2022,76
3/16/2022,64
3/17/2022,73
3/18/2022,79
3/19/2022,96
3/20/2022,55
3/21/2022,69
3/22/2022,81
3/23/2022,72
3/24/2022,78
3/25/2022,83
3/26/2022,81
3/27/2022,57
3/28/2022,75
3/29/2022,65
3/30/2022,94
3/31/2022,76
4/1/2022,97
4/2/2022,109
4/3/2022,62
